token_id,query,metaphor,pos,fgpos,sentence,local
a1u-fragment04_58_32,got,1.0,VERB,VBN,"Even though some of the most dangerous and persistent toxins , including polychlorinated biphenyls , PCBs , are no longer manufactured , quantities of them still exist , and must be got rid of .",and must be got rid of .
a1u-fragment04_61_21,convince,1.0,VERB,VB,"On this page , Nick Roe visits a plant which , despite strenuous public relations efforts , has failed to convince its neighbours that it has come clean .",has failed to convince its neighbours that it has come clean .
a1u-fragment04_63_15,dropped,1.0,VERB,VBD,Then he pressed another knob and a big toy doll in his office window dropped its trousers .,Then he pressed another knob and a big toy doll in his office window dropped its trousers .
a1u-fragment04_67_13,awaiting,1.0,VERB,VBG,"Beyond the barrier lay some of the most toxic chemicals known , awaiting destruction by fire .",awaiting destruction by fire .
a1u-fragment04_70_6,covering,1.0,VERB,VBG,"Plus a backdrop of houses covering the valley walls on either side , a reminder that wherever industrialised societies decide to deal with their most intractable problems , they are unlikely to find a place to do so which is not in somebody 's back yard .",Plus a backdrop of houses covering the valley walls on either side 
a1u-fragment04_70_20,decide,1.0,VERB,VBP,"Plus a backdrop of houses covering the valley walls on either side , a reminder that wherever industrialised societies decide to deal with their most intractable problems , they are unlikely to find a place to do so which is not in somebody 's back yard .",a reminder that wherever industrialised societies decide to deal with their most intractable problems 
a1u-fragment04_70_33,find,1.0,VERB,VB,"Plus a backdrop of houses covering the valley walls on either side , a reminder that wherever industrialised societies decide to deal with their most intractable problems , they are unlikely to find a place to do so which is not in somebody 's back yard .",they are unlikely to find a place to do so which is not in somebody 's back yard .
a1u-fragment04_73_26,increased,0.0,VERB,VBN,"Then there are the imports : 83,000 tonnes of toxic waste enter British ports annually for incineration or other treatment , a figure which has increased 20-fold in just eight years .",a figure which has increased 20-fold in just eight years .
a1u-fragment04_75_4,turned,0.0,VERB,VBD,"Liverpool dockers recently turned back parts of a 1,500-tonne consignment of Canadian PCBs ( polychlorinated biphenyls ) bound for this plant in Gwent .","Liverpool dockers recently turned back parts of a 1,500-tonne consignment of Canadian PCBs ( polychlorinated biphenyls ) bound for this plant in Gwent ."
a1u-fragment04_76_22,shift,0.0,VERB,VB,"In doing so , they underlined a fact which is likely to attract more and more attention as tankers continue to shift toxins from town to town , country to country : the waste chain is long .",they underlined a fact which is likely to attract more and more attention as tankers continue to shift toxins from town to town 
a1u-fragment04_77_2,snakes,0.0,VERB,VBZ,"It snakes in and out of ports , along our busiest highways and through our most crowded cities .",It snakes in and out of ports 
a1u-fragment04_78_5,felt,1.0,VERB,VBN,Anxieties which are currently felt most acutely by those living near destruction plants themselves may not always remain so localised .,Anxieties which are currently felt most acutely by those living near destruction plants themselves may not always remain so localised .
a1u-fragment04_80_10,throw,0.0,VERB,VB,"Local people mutter and march , make speeches and throw things ; staff face sarcasm in nearby pubs ; and for years there have been demands for a public inquiry .",make speeches and throw things ; staff face sarcasm in nearby pubs ; and for years there have been demands for a public inquiry .
a1u-fragment04_81_19,issuing,0.0,VERB,VBG,"Rechem has responded with a rather desperate open-door policy aimed at soothing fears , and more recently by issuing about a dozen writs against the fiercest critics .",and more recently by issuing about a dozen writs against the fiercest critics .
a1u-fragment04_87_8,governing,0.0,VERB,VBG,"There was a fault on the computer governing the plant , said Mr Wheeler , and the fire had automatically shut down .",There was a fault on the computer governing the plant 
a1u-fragment04_103_5,lay,1.0,VERB,VBD,Piles of ruddy-brown ash lay heaped on the floor .,Piles of ruddy-brown ash lay heaped on the floor .
a1u-fragment04_105_2,shone,0.0,VERB,VBD,Heat shone out .,Heat shone out .
a1u-fragment04_111_6,destroy,0.0,VERB,VB,"PCBs are so difficult to destroy , that Rechem 's emission-monitoring systems are geared to detecting them on the grounds that if you destroy PCBs you destroy everything .",PCBs are so difficult to destroy 
a1u-fragment04_111_14,geared,0.0,VERB,VBN,"PCBs are so difficult to destroy , that Rechem 's emission-monitoring systems are geared to detecting them on the grounds that if you destroy PCBs you destroy everything .",that Rechem 's emission-monitoring systems are geared to detecting them on the grounds that if you destroy PCBs you destroy everything .
a1u-fragment04_126_23,broken,0.0,VERB,VBN,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials .",which had just broken down 
a1u-fragment04_126_31,achieved,1.0,VERB,VBD,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials .",pointed out that his company achieved destruction of at least 99.9999 per cent of all materials .
a1u-fragment04_127_5,imply,0.0,VERB,VBP,"The company 's figures imply that when you have burnt 99.9999 per cent of a 30,000-tonne annual throughput , a figure of 0.03 of a tonne remains .","The company 's figures imply that when you have burnt 99.9999 per cent of a 30,000-tonne annual throughput "
a1u-fragment04_127_10,burnt,0.0,VERB,VBN,"The company 's figures imply that when you have burnt 99.9999 per cent of a 30,000-tonne annual throughput , a figure of 0.03 of a tonne remains .","The company 's figures imply that when you have burnt 99.9999 per cent of a 30,000-tonne annual throughput "
a1u-fragment04_127_27,remains,1.0,VERB,VBZ,"The company 's figures imply that when you have burnt 99.9999 per cent of a 30,000-tonne annual throughput , a figure of 0.03 of a tonne remains .",a figure of 0.03 of a tonne remains .
a1u-fragment04_133_1,Stack,1.0,NOUN,NN,"Stack emissions of PCBs were below the American standard for breathing air - 1,000 times lower than the British equivalent .","Stack emissions of PCBs were below the American standard for breathing air - 1,000 times lower than the British equivalent ."
a1u-fragment04_134_6,showed,1.0,VERB,VBD,Regular soil and grass tests showed no difference between PCB contamination in the immediate area and elsewhere in Wales — though there are no established ‘ safe ’ levels for these .,Regular soil and grass tests showed no difference between PCB contamination in the immediate area and elsewhere in Wales — though there are no established ‘ safe ’ levels for these .
a1u-fragment04_136_17,check,0.0,VERB,VB,"And here were drums of chemicals , each labelled , each with a job number to check against sampling .",each with a job number to check against sampling .
a1u-fragment04_138_14,exploded,0.0,VERB,VBD,"In 1987 , aluminium melted in the furnace , reacted with water and exploded , sending a black cloud over nearby houses .",reacted with water and exploded 
a1u-fragment04_147_30,waiting,1.0,VERB,VBG,"In a large , prefabricated shed we wandered past stacks of 45-gallon drums of PCBs , two drums high , about 10 deep ; and there were contaminated transformers waiting to be cut up and roasted in the flames .",about 10 deep ; and there were contaminated transformers waiting to be cut up and roasted in the flames .
a1u-fragment04_147_33,cut,1.0,VERB,VBN,"In a large , prefabricated shed we wandered past stacks of 45-gallon drums of PCBs , two drums high , about 10 deep ; and there were contaminated transformers waiting to be cut up and roasted in the flames .",about 10 deep ; and there were contaminated transformers waiting to be cut up and roasted in the flames .
a1u-fragment04_149_18,refused,0.0,VERB,VBD,There was no difference between the liquid in these drums and the liquid in the cargoes they refused to touch .,There was no difference between the liquid in these drums and the liquid in the cargoes they refused to touch .
a1u-fragment04_150_15,admitted,0.0,VERB,VBD,"In Liverpool , a dockers ' spokesman with the Transport and General Workers Union admitted : ‘ Drivers are n't happy handling some of these commodities , but at least a lorry-driver has more idea of what he is handling than a docker , who could have a consignment and just not know what it is . ’",a dockers ' spokesman with the Transport and General Workers Union admitted : ‘ Drivers are n't happy handling some of these commodities 
a1u-fragment04_150_22,handling,0.0,VERB,VBG,"In Liverpool , a dockers ' spokesman with the Transport and General Workers Union admitted : ‘ Drivers are n't happy handling some of these commodities , but at least a lorry-driver has more idea of what he is handling than a docker , who could have a consignment and just not know what it is . ’",a dockers ' spokesman with the Transport and General Workers Union admitted : ‘ Drivers are n't happy handling some of these commodities 
a1u-fragment04_150_40,handling,0.0,VERB,VBG,"In Liverpool , a dockers ' spokesman with the Transport and General Workers Union admitted : ‘ Drivers are n't happy handling some of these commodities , but at least a lorry-driver has more idea of what he is handling than a docker , who could have a consignment and just not know what it is . ’",but at least a lorry-driver has more idea of what he is handling than a docker 
a1u-fragment04_151_17,represents,0.0,VERB,VBZ,"Yet he did not oppose all toxic waste movement ( after all , the same union represents workers at Rechem itself ) ; he simply did n't like the idea that big industrial nations like Canada could dump their dirty problems on this country and his members .",the same union represents workers at Rechem itself ) ; he simply did n't like the idea that big industrial nations like Canada could dump their dirty problems on this country and his members .
a1u-fragment04_152_18,called,1.0,VERB,VBD,"Driving away , I noticed that the vast chimney was still not functioning , but when I called at a neighbouring house a woman showed me videos she had taken of smoke coming from the plant , settling in her garden .",but when I called at a neighbouring house a woman showed me videos she had taken of smoke coming from the plant 
a1u-fragment04_156_37,shut,1.0,VERB,VBN,"‘ We must run it safely in the short term and long term , ’ he said , ‘ because if people are able to demonstrate that we are causing an environment problem we will be shut down . ’",‘ because if people are able to demonstrate that we are causing an environment problem we will be shut down . ’
a1u-fragment04_157_6,spilled,1.0,VERB,VBD,In April 1985 a tanker spilled 200 litres of PCBs over the main Trans-Canada Highway on the border between Ontario and Manitoba .,In April 1985 a tanker spilled 200 litres of PCBs over the main Trans-Canada Highway on the border between Ontario and Manitoba .
a1u-fragment04_158_7,shut,1.0,VERB,VBN,A section of the road was shut for a week and motorists were warned to clean their cars and to dispose of the rags in plastic bags .,A section of the road was shut for a week and motorists were warned to clean their cars and to dispose of the rags in plastic bags .
a31-fragment03_112_4,take,0.0,VERB,VB,Law : Always take along a friend to sue : Litigation can pay off even in the unlikeliest circumstances .,Law : Always take along a friend to sue : Litigation can pay off even in the unlikeliest circumstances .
a31-fragment03_112_13,pay,0.0,VERB,VB,Law : Always take along a friend to sue : Litigation can pay off even in the unlikeliest circumstances .,Law : Always take along a friend to sue : Litigation can pay off even in the unlikeliest circumstances .
a31-fragment03_115_3,go,0.0,VERB,VBP,WHEN things go wrong you can sue more often than you may think .,WHEN things go wrong you can sue more often than you may think .
a31-fragment03_119_9,owed,0.0,VERB,VBD,"As long as you can show that they owed you a legal duty to be careful and have been negligent , damages could come your way .",As long as you can show that they owed you a legal duty to be careful and have been negligent 
a31-fragment03_121_1,Take,0.0,VERB,VB,"Take up references before giving credit , lending money , letting in tenants , taking on staff .",Take up references before giving credit 
a31-fragment03_121_15,taking,0.0,VERB,VBG,"Take up references before giving credit , lending money , letting in tenants , taking on staff .",taking on staff .
a31-fragment03_122_4,building,0.0,NOUN,NN,"Ask banks , building societies , former landlords , present and past employers .",building societies 
a31-fragment03_125_1,Take,0.0,VERB,VB,"Take along a prosperous adviser on all shopping sprees , demonstrate a high degree of trust and strong reliance in what they say and you may have unexpected protection should the seller go out of business and the goods fall to pieces .",Take along a prosperous adviser on all shopping sprees 
a31-fragment03_125_33,go,0.0,VERB,VB,"Take along a prosperous adviser on all shopping sprees , demonstrate a high degree of trust and strong reliance in what they say and you may have unexpected protection should the seller go out of business and the goods fall to pieces .",demonstrate a high degree of trust and strong reliance in what they say and you may have unexpected protection should the seller go out of business and the goods fall to pieces .
a31-fragment03_130_2,bought,1.0,VERB,VBD,She bought it .,She bought it .
a31-fragment03_132_9,upheld,0.0,VERB,VBD,"In May last year the Court of Appeal upheld a judgment against the friend for more than £5,500 damages for negligence because he had owed the accountant a duty of care .","In May last year the Court of Appeal upheld a judgment against the friend for more than £5,500 damages for negligence because he had owed the accountant a duty of care ."
a31-fragment03_132_25,owed,0.0,VERB,VBN,"In May last year the Court of Appeal upheld a judgment against the friend for more than £5,500 damages for negligence because he had owed the accountant a duty of care .","In May last year the Court of Appeal upheld a judgment against the friend for more than £5,500 damages for negligence because he had owed the accountant a duty of care ."
a31-fragment03_133_3,collapses,0.0,VERB,VBZ,Your conservatory collapses as a result of negligence of the professionals who were engaged by the previous owner to put it up .,Your conservatory collapses as a result of negligence of the professionals who were engaged by the previous owner to put it up .
a31-fragment03_133_14,engaged,0.0,VERB,VBN,Your conservatory collapses as a result of negligence of the professionals who were engaged by the previous owner to put it up .,Your conservatory collapses as a result of negligence of the professionals who were engaged by the previous owner to put it up .
a31-fragment03_133_20,put,0.0,VERB,VB,Your conservatory collapses as a result of negligence of the professionals who were engaged by the previous owner to put it up .,Your conservatory collapses as a result of negligence of the professionals who were engaged by the previous owner to put it up .
a31-fragment03_135_15,occurred,1.0,VERB,VBD,"There are strict time limits : generally , six years from when damage first occurred ; where the damage was initially ‘ latent ’ you are given longer — three years from when you could have discovered it , with a longstop of 15 years .",six years from when damage first occurred ; where the damage was initially ‘ latent ’ you are given longer — three years from when you could have discovered it 
a31-fragment03_136_15,failing,1.0,VERB,VBG,It may also be possible to claim damages against a local authority for negligently failing to ensure that construction work complied with the relevant building regulations .,It may also be possible to claim damages against a local authority for negligently failing to ensure that construction work complied with the relevant building regulations .
a31-fragment03_136_21,complied,1.0,VERB,VBN,It may also be possible to claim damages against a local authority for negligently failing to ensure that construction work complied with the relevant building regulations .,It may also be possible to claim damages against a local authority for negligently failing to ensure that construction work complied with the relevant building regulations .
a31-fragment03_137_3,fails,0.0,VERB,VBZ,A solicitor fails to draw up a will within a reasonable time for a client who subsequently dies .,A solicitor fails to draw up a will within a reasonable time for a client who subsequently dies .
a31-fragment03_137_5,draw,0.0,VERB,VB,A solicitor fails to draw up a will within a reasonable time for a client who subsequently dies .,A solicitor fails to draw up a will within a reasonable time for a client who subsequently dies .
a31-fragment03_143_8,decided,1.0,VERB,VBD,This is what the House of Lords decided in two cases last April in spite of an attempt to get the valuers off the hook by a disclaimer which said : ‘ I accept that the valuer does not warrant anything stated in his report as being accurate …,This is what the House of Lords decided in two cases last April in spite of an attempt to get the valuers off the hook by a disclaimer which said : ‘ I accept that the valuer does not warrant anything stated in his report as being accurate …
a31-fragment03_143_40,warrant,0.0,VERB,VB,This is what the House of Lords decided in two cases last April in spite of an attempt to get the valuers off the hook by a disclaimer which said : ‘ I accept that the valuer does not warrant anything stated in his report as being accurate …,This is what the House of Lords decided in two cases last April in spite of an attempt to get the valuers off the hook by a disclaimer which said : ‘ I accept that the valuer does not warrant anything stated in his report as being accurate …
a31-fragment03_143_42,stated,0.0,VERB,VBN,This is what the House of Lords decided in two cases last April in spite of an attempt to get the valuers off the hook by a disclaimer which said : ‘ I accept that the valuer does not warrant anything stated in his report as being accurate …,This is what the House of Lords decided in two cases last April in spite of an attempt to get the valuers off the hook by a disclaimer which said : ‘ I accept that the valuer does not warrant anything stated in his report as being accurate …
a31-fragment03_147_18,collapsing,0.0,VERB,VBG,But a disclaimer can never take away your rights under the Defective Premises Act 1972 for the collapsing conservatory or prevent anyone being sued for negligence which has caused death or injury .,But a disclaimer can never take away your rights under the Defective Premises Act 1972 for the collapsing conservatory or prevent anyone being sued for negligence which has caused death or injury .
a31-fragment03_149_4,followed,0.0,VERB,VBD,Or after we followed the duff advice of a legal journalist in a newspaper ?,Or after we followed the duff advice of a legal journalist in a newspaper ?
a36-fragment07_181_7,suggest,1.0,VERB,VB,"IT WAS unfair of Auden to suggest , in his ‘ Letter to Lord Byron ’ , that a poet 's ‘ sense of other people 's very hazy ’ .",IT WAS unfair of Auden to suggest 
a36-fragment07_182_19,appear,0.0,VERB,VB,But the vaporous presences that float through this slender and anaemic first novel by a notable poet would appear to support the claim .,But the vaporous presences that float through this slender and anaemic first novel by a notable poet would appear to support the claim .
a36-fragment07_184_23,offers,0.0,VERB,VBZ,"This , of course , is a popular subject : it seems particularly attractive to the poet-turned-novelist because of the scope it offers for the tremulously sensitive probing of feelings .",is a popular subject : it seems particularly attractive to the poet-turned-novelist because of the scope it offers for the tremulously sensitive probing of feelings .
a36-fragment07_187_8,suffering,0.0,VERB,VBG,"The hero , Francis Mayne , is suffering from the adolescent 's emotional confusion and acute self-consciousness .",is suffering from the adolescent 's emotional confusion and acute self-consciousness .
a36-fragment07_198_4,invaded,0.0,VERB,VBN,It 's been invaded . ’,It 's been invaded . ’
a36-fragment07_199_12,intends,0.0,VERB,VBZ,Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .
a36-fragment07_200_7,remains,0.0,VERB,VBZ,But the book 's principal defect remains the vacuity of its protagonist .,But the book 's principal defect remains the vacuity of its protagonist .
a36-fragment07_201_5,depict,0.0,VERB,VB,"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",In his eagerness to depict the cloudy psychology of an adolescent 
a36-fragment07_201_15,forgotten,0.0,VERB,VBN,"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",Motion has forgotten to give the boy a personality .
a36-fragment07_205_8,looks,0.0,VERB,VBZ,"One moment an avenue of chestnut trees looks ‘ like a child 's drawing of ghosts ’ ; the next it appears ‘ frightening but derelict , like extinguished chandeliers ’ ; and finally the chestnuts ‘ prance at him , holding up their gleaming branches like hysterics . ’",One moment an avenue of chestnut trees looks ‘ like a child 's drawing of ghosts ’ ; the next it appears ‘ frightening but derelict 
a36-fragment07_205_22,appears,0.0,VERB,VBZ,"One moment an avenue of chestnut trees looks ‘ like a child 's drawing of ghosts ’ ; the next it appears ‘ frightening but derelict , like extinguished chandeliers ’ ; and finally the chestnuts ‘ prance at him , holding up their gleaming branches like hysterics . ’",One moment an avenue of chestnut trees looks ‘ like a child 's drawing of ghosts ’ ; the next it appears ‘ frightening but derelict 
a36-fragment07_205_42,holding,1.0,VERB,VBG,"One moment an avenue of chestnut trees looks ‘ like a child 's drawing of ghosts ’ ; the next it appears ‘ frightening but derelict , like extinguished chandeliers ’ ; and finally the chestnuts ‘ prance at him , holding up their gleaming branches like hysterics . ’",holding up their gleaming branches like hysterics . ’
a36-fragment07_206_4,palls,0.0,VERB,VBZ,"Such writing rapidly palls , and I hope that in the novels to come , Motion can curb his reckless passion for it .",Such writing rapidly palls 
a36-fragment07_206_18,curb,0.0,VERB,VB,"Such writing rapidly palls , and I hope that in the novels to come , Motion can curb his reckless passion for it .",Motion can curb his reckless passion for it .
a3e-fragment02_10_35,reduce,0.0,VERB,VB,"The summer 's sprawl begins to be oppressive at this stage in the year and trigger fingers are itching to snip back overgrown mallows , clear out the mildewing foliage of golden rod and reduce the overpowering bulk of bullyboy ground cover .",clear out the mildewing foliage of golden rod and reduce the overpowering bulk of bullyboy ground cover .
a3e-fragment02_12_9,cut,0.0,VERB,VBN,"Buddleias , although messy , should not be cut back until spring .",should not be cut back until spring .
a3e-fragment02_22_4,looking,0.0,VERB,VBG,Summer bedding is looking tired and should be removed so that the ground can be cleaned and fed ready for spring bulbs or wallflowers .,Summer bedding is looking tired and should be removed so that the ground can be cleaned and fed ready for spring bulbs or wallflowers .
a3m-fragment02_45_3,Crossed,1.0,VERB,VBN,"Design : Crossed lines over the toytown tram : City transport could soon be back on the right track , says Jonathan Glancey",Design : Crossed lines over the toytown tram : City transport could soon be back on the right track 
a3m-fragment02_47_18,roll,0.0,VERB,VB,"MODERN trams , as most continental Europeans know , neither shake nor rattle , nor do they roll .",nor do they roll .
a3m-fragment02_49_13,slither,1.0,VERB,VBP,"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",They also exert a fascination very much of their own as they slither round circuses and brush through old city gates 
a3m-fragment02_49_23,flashing,0.0,VERB,VBG,"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",flashing arcs of lightning as they switch tracks on winter nights .
a3m-fragment02_49_29,switch,0.0,VERB,VBP,"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",flashing arcs of lightning as they switch tracks on winter nights .
a3m-fragment02_55_9,relieve,1.0,VERB,VB,"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre 
a3m-fragment02_55_15,reduce,1.0,VERB,VB,"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre 
a3m-fragment02_56_28,relegated,0.0,VERB,VBN,"In Britain , with the main exception of Blackpool ( not forgetting the single-deckers of the Isle of Man and Llandudno ) , trams had been largely relegated to the history books .",trams had been largely relegated to the history books .
a3m-fragment02_57_8,working,1.0,VERB,VBG,"Otherwise , the best place to see working trams has been the tram museum at Crich in Derbyshire or else in old British Transport Commission films and Ealing comedies .",the best place to see working trams has been the tram museum at Crich in Derbyshire or else in old British Transport Commission films and Ealing comedies .
a3m-fragment02_58_2,disappeared,0.0,VERB,VBD,Trams disappeared from most British cities in the 1950s .,Trams disappeared from most British cities in the 1950s .
a3m-fragment02_59_8,rumbled,0.0,VERB,VBD,London 's venerable red and cream double-deckers rumbled along the Thames embankment for the last time in 1952 .,London 's venerable red and cream double-deckers rumbled along the Thames embankment for the last time in 1952 .
a3m-fragment02_63_2,held,1.0,VERB,VBD,"They held up the bright new diesel buses and , even worse , blocked the progress of private motorists in bulbous Austins and lumpen Humbers in canyon-like city thoroughfares .",They held up the bright new diesel buses and 
a3m-fragment02_72_1,Assuming,1.0,VERB,VBG,"Assuming the power station at the end of the line burns cleanly , the tram is virtually pollution free .",Assuming the power station at the end of the line burns cleanly 
a3m-fragment02_73_1,Standing,1.0,VERB,VBG,"Standing at traffic lights a Koenig-designed Jumbo is , save for the chatter inside , completely silent .",Standing at traffic lights a Koenig-designed Jumbo is 
a3m-fragment02_73_10,save,0.0,SCONJ,IN,"Standing at traffic lights a Koenig-designed Jumbo is , save for the chatter inside , completely silent .",save for the chatter inside 
a3m-fragment02_76_16,operate,1.0,VERB,VB,"But sadly , there is no indication that the GMA consortium which will design , operate and maintain the first of the new generation British trams in Manchester will share the looks of their Milanese counterparts .",operate and maintain the first of the new generation British trams in Manchester will share the looks of their Milanese counterparts .
a3m-fragment02_77_14,flat-faced,1.0,ADJ,JJ,"Artists ' impressions show a tram that has more in common with the flat-faced , characterless light trains of the toy-like Docklands Light Railway .",Artists ' impressions show a tram that has more in common with the flat-faced 
a5e-fragment06_146_9,go,0.0,VERB,VBP,"THE TEXANS drawl ‘ Y'all ’ , blacks go ‘ Yo ’ , Hispanics leer ‘ Hey , ameeeeeeeego ! ’ .",blacks go ‘ Yo ’ 
a5e-fragment06_146_15,leer,0.0,VERB,VBP,"THE TEXANS drawl ‘ Y'all ’ , blacks go ‘ Yo ’ , Hispanics leer ‘ Hey , ameeeeeeeego ! ’ .",Hispanics leer ‘ Hey 
a5e-fragment06_150_17,wear,0.0,VERB,VBP,"No matter ; only the accents change — and the pants : here , the squares wear slacks , the good guys blue-jeans .",the squares wear slacks 
a5e-fragment06_154_3,got,0.0,VERB,VBD,"‘ We got ta take our music more serious , ’ he tells the Crickets , who remain unconvinced .",‘ We got ta take our music more serious 
a5e-fragment06_157_14,hove,0.0,VERB,VB,We 're midway through Act II and a solitary six-pack has yet to hove into view .,We 're midway through Act II and a solitary six-pack has yet to hove into view .
a5e-fragment06_158_29,let,0.0,VERB,VB,"But this is a plot development — the plot development — and , if it involves turning a couple of Aled Jones types into Oliver Reeds , why let logic get in the way ?",why let logic get in the way ?
a5e-fragment06_162_11,give,1.0,VERB,VBP,Choke up at The Price Of Fame : ‘ I give ‘ em everything and they stick a knife in my back . ’,Choke up at The Price Of Fame : ‘ I give ‘ em everything and they stick a knife in my back . ’
a5e-fragment06_163_1,Fight,0.0,VERB,VB,"Fight back those tears at The Inevitable Parting : ‘ You and me , boy , I reckon we 've come to the end of our road . ’",Fight back those tears at The Inevitable Parting : ‘ You and me 
a5e-fragment06_169_18,comes,0.0,VERB,VBZ,"Most of us prefer to watch Dallas than our neighbours ' home-movies , because , when it comes down to it , we know that truth is generally a lot duller than fiction .",when it comes down to it 
a5e-fragment06_172_2,live,1.0,VERB,VBP,They live only through The Sound Of Music and Funny Girl .,They live only through The Sound Of Music and Funny Girl .
a5e-fragment06_180_4,Cruising,1.0,VERB,VBG,Or : ‘ Cruising and playing the radio With no particular place to go . ’,Or : ‘ Cruising and playing the radio With no particular place to go . ’
a5e-fragment06_182_2,invites,1.0,VERB,VBZ,"Buddy invites us to regard Holly in the same light , mocking ( in a horribly nudging re-creation ) Lubbock old-timers like The Hayriders , who sing : ‘ When the sun goes down on Blue Ridge Mountain It 's the time to whistle in your ear . ’",Buddy invites us to regard Holly in the same light 
a5e-fragment06_182_33,goes,0.0,VERB,VBZ,"Buddy invites us to regard Holly in the same light , mocking ( in a horribly nudging re-creation ) Lubbock old-timers like The Hayriders , who sing : ‘ When the sun goes down on Blue Ridge Mountain It 's the time to whistle in your ear . ’",who sing : ‘ When the sun goes down on Blue Ridge Mountain It 's the time to whistle in your ear . ’
a5e-fragment06_185_26,appear,0.0,VERB,VBP,"If you did n't know the tunes , you 'd assume Holly 's lyrics decorated some innocent backporch spooners from the turn-of-the-century : ‘ Stars appear and the shadows are fallin' You can hear my honey callin' . ’",you 'd assume Holly 's lyrics decorated some innocent backporch spooners from the turn-of-the-century : ‘ Stars appear and the shadows are fallin' You can hear my honey callin' . ’
a5e-fragment06_189_21,tell,0.0,VERB,VB,"‘ I wrote it for you , ’ he assures his gal before the ballads , but how can you tell ?",but how can you tell ?
