token_id,query,metaphor,pos,fgpos,sentence,local
a1u-fragment04_76_37,long,1.0,ADJ,JJ,"In doing so , they underlined a fact which is likely to attract more and more attention as tankers continue to shift toxins from town to town , country to country : the waste chain is long .",country to country : the waste chain is long .
a1u-fragment04_77_2,snakes,0.0,VERB,VBZ,"It snakes in and out of ports , along our busiest highways and through our most crowded cities .",It snakes in and out of ports 
a1u-fragment04_77_11,busiest,1.0,ADJ,JJS,"It snakes in and out of ports , along our busiest highways and through our most crowded cities .",along our busiest highways and through our most crowded cities .
a1u-fragment04_78_5,felt,1.0,VERB,VBN,Anxieties which are currently felt most acutely by those living near destruction plants themselves may not always remain so localised .,Anxieties which are currently felt most acutely by those living near destruction plants themselves may not always remain so localised .
a1u-fragment04_78_13,plants,1.0,NOUN,NNS,Anxieties which are currently felt most acutely by those living near destruction plants themselves may not always remain so localised .,Anxieties which are currently felt most acutely by those living near destruction plants themselves may not always remain so localised .
a1u-fragment04_80_11,things,0.0,NOUN,NNS,"Local people mutter and march , make speeches and throw things ; staff face sarcasm in nearby pubs ; and for years there have been demands for a public inquiry .",make speeches and throw things ; staff face sarcasm in nearby pubs ; and for years there have been demands for a public inquiry .
a1u-fragment04_81_8,open-door,0.0,ADJ,JJ,"Rechem has responded with a rather desperate open-door policy aimed at soothing fears , and more recently by issuing about a dozen writs against the fiercest critics .",Rechem has responded with a rather desperate open-door policy aimed at soothing fears 
a1u-fragment04_81_19,issuing,0.0,VERB,VBG,"Rechem has responded with a rather desperate open-door policy aimed at soothing fears , and more recently by issuing about a dozen writs against the fiercest critics .",and more recently by issuing about a dozen writs against the fiercest critics .
a1u-fragment04_81_26,fiercest,0.0,ADJ,JJS,"Rechem has responded with a rather desperate open-door policy aimed at soothing fears , and more recently by issuing about a dozen writs against the fiercest critics .",and more recently by issuing about a dozen writs against the fiercest critics .
a1u-fragment04_82_13,operations,1.0,NOUN,NNS,"‘ We are an aggressive company , ’ admitted David Wheeler , operations director at this plant and at Rechem 's other incinerator , at Fawley .",operations director at this plant and at Rechem 's other incinerator 
a1u-fragment04_82_17,plant,1.0,NOUN,NN,"‘ We are an aggressive company , ’ admitted David Wheeler , operations director at this plant and at Rechem 's other incinerator , at Fawley .",operations director at this plant and at Rechem 's other incinerator 
a1u-fragment04_83_19,oil,0.0,NOUN,NN,"For a place so hated , the Pontypool plant looks innocuous inside , like a cross between an oil refinery and a crematorium .",like a cross between an oil refinery and a crematorium .
a1u-fragment04_83_20,refinery,0.0,NOUN,NN,"For a place so hated , the Pontypool plant looks innocuous inside , like a cross between an oil refinery and a crematorium .",like a cross between an oil refinery and a crematorium .
a1u-fragment04_83_23,crematorium,0.0,NOUN,NN,"For a place so hated , the Pontypool plant looks innocuous inside , like a cross between an oil refinery and a crematorium .",like a cross between an oil refinery and a crematorium .
a1u-fragment04_84_14,business,1.0,NOUN,NN,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free .",an engineer who worked for many years in the oil business 
a1u-fragment04_84_44,keep,1.0,VERB,VB,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free .",slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free .
a1u-fragment04_84_46,plant,1.0,NOUN,NN,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free .",slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free .
a1u-fragment04_84_47,squeaky,0.0,ADV,RB,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free .",slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free .
a1u-fragment04_84_50,emission-free,1.0,ADJ,JJ,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free .",slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free .
a1u-fragment04_85_5,protective,1.0,ADJ,JJ,"In hard hats and protective glasses , we walked past the huge ‘ fume cupboard ’ where the most noxious barrels are opened , and arrived at the vast , closed mouth of the furnace itself .",In hard hats and protective glasses 
a1u-fragment04_87_8,governing,0.0,VERB,VBG,"There was a fault on the computer governing the plant , said Mr Wheeler , and the fire had automatically shut down .",There was a fault on the computer governing the plant 
a1u-fragment04_87_10,plant,1.0,NOUN,NN,"There was a fault on the computer governing the plant , said Mr Wheeler , and the fire had automatically shut down .",There was a fault on the computer governing the plant 
a1u-fragment04_87_21,shut,1.0,VERB,VBN,"There was a fault on the computer governing the plant , said Mr Wheeler , and the fire had automatically shut down .",and the fire had automatically shut down .
a1u-fragment04_88_3,stretching,1.0,VERB,VBG,"These pipes stretching thinly in a bridge across the service road injected a mix of chemicals into the walls of the furnace itself ; did I know that fuel was only used in the start-up process , after which the chemicals themselves provided the fire ?",These pipes stretching thinly in a bridge across the service road injected a mix of chemicals into the walls of the furnace itself ; did I know that fuel was only used in the start-up process 
a1u-fragment04_88_7,bridge,1.0,NOUN,NN,"These pipes stretching thinly in a bridge across the service road injected a mix of chemicals into the walls of the furnace itself ; did I know that fuel was only used in the start-up process , after which the chemicals themselves provided the fire ?",These pipes stretching thinly in a bridge across the service road injected a mix of chemicals into the walls of the furnace itself ; did I know that fuel was only used in the start-up process 
a1u-fragment04_88_14,mix,0.0,NOUN,NN,"These pipes stretching thinly in a bridge across the service road injected a mix of chemicals into the walls of the furnace itself ; did I know that fuel was only used in the start-up process , after which the chemicals themselves provided the fire ?",These pipes stretching thinly in a bridge across the service road injected a mix of chemicals into the walls of the furnace itself ; did I know that fuel was only used in the start-up process 
a1u-fragment04_89_5,drifted,1.0,VERB,VBD,Workers in blue overalls drifted around us and cracked jokes in gentle Welsh accents .,Workers in blue overalls drifted around us and cracked jokes in gentle Welsh accents .
a1u-fragment04_90_8,shift,1.0,NOUN,NN,In the furnace control office I found shift foreman Keith Thomas and asked innocently if he had any physical problems : ‘ Not since my vasectomy . ’,In the furnace control office I found shift foreman Keith Thomas and asked innocently if he had any physical problems : ‘ Not since my vasectomy . ’
a1u-fragment04_92_11,job,0.0,NOUN,NN,"He lived locally , so how did neighbours view his job here ?",so how did neighbours view his job here ?
a1u-fragment04_94_14,job,0.0,NOUN,NN,A lot of my friends are pleased that the company is doing the job they are doing .,A lot of my friends are pleased that the company is doing the job they are doing .
a1u-fragment04_96_6,convert,1.0,VERB,VB,You could n't hope to convert them . ’,You could n't hope to convert them . ’
a1u-fragment04_100_24,safety,0.0,NOUN,NN,And since they 've refused repeatedly to have a public inquiry into what is going on there we 're not certain of the safety of what 's coming out .,And since they 've refused repeatedly to have a public inquiry into what is going on there we 're not certain of the safety of what 's coming out .
a1u-fragment04_105_2,shone,0.0,VERB,VBD,Heat shone out .,Heat shone out .
a1u-fragment04_106_5,burn,0.0,VERB,VBP,"In here , they burn about 30,000 tonnes of chemicals a year , a quarter originating outside Britain .","they burn about 30,000 tonnes of chemicals a year "
a1u-fragment04_106_15,quarter,1.0,NOUN,NN,"In here , they burn about 30,000 tonnes of chemicals a year , a quarter originating outside Britain .",a quarter originating outside Britain .
a1u-fragment04_107_6,rate,1.0,NOUN,NN,The waste arrives at the rate of up to seven tanker-loads every day — that is seven lorries passing thousands of doorsteps .,The waste arrives at the rate of up to seven tanker-loads every day — that is seven lorries passing thousands of doorsteps .
a1u-fragment04_108_6,gaping,1.0,VERB,VBG,"Right here , in this gaping mouth , lies the end of the chain .",in this gaping mouth 
a1u-fragment04_108_7,mouth,1.0,NOUN,NN,"Right here , in this gaping mouth , lies the end of the chain .",in this gaping mouth 
a1u-fragment04_108_11,end,1.0,NOUN,NN,"Right here , in this gaping mouth , lies the end of the chain .",lies the end of the chain .
a1u-fragment04_109_24,pollution,1.0,NOUN,NN,"The wastes include lindane , DDT , out-of-date drugs , carcinogenic chemicals , old cigars and even pornography ( a different kind of pollution ) .",old cigars and even pornography ( a different kind of pollution ) .
a1u-fragment04_111_14,geared,0.0,VERB,VBN,"PCBs are so difficult to destroy , that Rechem 's emission-monitoring systems are geared to detecting them on the grounds that if you destroy PCBs you destroy everything .",that Rechem 's emission-monitoring systems are geared to detecting them on the grounds that if you destroy PCBs you destroy everything .
a1u-fragment04_116_7,business,1.0,NOUN,NN,"‘ We are not in the business of polluting the environment , ’ Mr Wheeler insisted .",‘ We are not in the business of polluting the environment 
a1u-fragment04_120_3,crux,0.0,NOUN,NN,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’",‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist 
a1u-fragment04_120_21,plants,1.0,NOUN,NNS,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’",‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist 
a1u-fragment04_120_40,clean,1.0,VERB,VB,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’",is acting as a disincentive for companies to clean up . ’
a1u-fragment04_123_5,call,1.0,VERB,VB,"No one could therefore call for the closure of incineration plants at a stroke , because noxious chemicals have to go somewhere .",No one could therefore call for the closure of incineration plants at a stroke 
a1u-fragment04_124_20,clean,1.0,VERB,VB,So a part of the argument switches to the kind of incinerators you allow while industry is forced to clean itself up .,So a part of the argument switches to the kind of incinerators you allow while industry is forced to clean itself up .
a1u-fragment04_126_11,plant,1.0,NOUN,NN,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials .",now moving to the rear of the plant to show off the £2m smoke-cleaning section 
a1u-fragment04_126_18,section,1.0,NOUN,NN,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials .",now moving to the rear of the plant to show off the £2m smoke-cleaning section 
a1u-fragment04_126_31,achieved,1.0,VERB,VBD,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials .",pointed out that his company achieved destruction of at least 99.9999 per cent of all materials .
a1u-fragment04_127_5,imply,0.0,VERB,VBP,"The company 's figures imply that when you have burnt 99.9999 per cent of a 30,000-tonne annual throughput , a figure of 0.03 of a tonne remains .","The company 's figures imply that when you have burnt 99.9999 per cent of a 30,000-tonne annual throughput "
a1u-fragment04_128_6,Friends,1.0,PROPN,NNPS,"In 1986 , according to Friends of the Earth , a survey of the homes clustered on the surrounding hills found that three-quarters of 800 residents were opposed to the Rechem plant .",according to Friends of the Earth 
a1u-fragment04_128_12,survey,1.0,NOUN,NN,"In 1986 , according to Friends of the Earth , a survey of the homes clustered on the surrounding hills found that three-quarters of 800 residents were opposed to the Rechem plant .",a survey of the homes clustered on the surrounding hills found that three-quarters of 800 residents were opposed to the Rechem plant .
a1u-fragment04_129_3,plant,1.0,NOUN,NN,"‘ The plant should be relocated because it 's in the wrong place , ’ Llew Smith , the local Euro-MP , told me .",‘ The plant should be relocated because it 's in the wrong place 
a1u-fragment04_133_1,Stack,1.0,NOUN,NN,"Stack emissions of PCBs were below the American standard for breathing air - 1,000 times lower than the British equivalent .","Stack emissions of PCBs were below the American standard for breathing air - 1,000 times lower than the British equivalent ."
a1u-fragment04_133_9,standard,1.0,NOUN,NN,"Stack emissions of PCBs were below the American standard for breathing air - 1,000 times lower than the British equivalent .","Stack emissions of PCBs were below the American standard for breathing air - 1,000 times lower than the British equivalent ."
a1u-fragment04_133_11,breathing,0.0,VERB,VBG,"Stack emissions of PCBs were below the American standard for breathing air - 1,000 times lower than the British equivalent .","Stack emissions of PCBs were below the American standard for breathing air - 1,000 times lower than the British equivalent ."
a1u-fragment04_133_16,lower,1.0,ADJ,JJR,"Stack emissions of PCBs were below the American standard for breathing air - 1,000 times lower than the British equivalent .","Stack emissions of PCBs were below the American standard for breathing air - 1,000 times lower than the British equivalent ."
a1u-fragment04_134_6,showed,1.0,VERB,VBD,Regular soil and grass tests showed no difference between PCB contamination in the immediate area and elsewhere in Wales — though there are no established ‘ safe ’ levels for these .,Regular soil and grass tests showed no difference between PCB contamination in the immediate area and elsewhere in Wales — though there are no established ‘ safe ’ levels for these .
